numero_obra;numero_exemplar;numero_legado;ordem_estante;secao;grupo_autor_espiritual;codigo_autor;titulo;autor_espiritual;medium;tipo_obra;colecao;categorias;idioma;editora;sinopse;historico
"733";"733";"519";"519";"OUT";"Humberto Rohden";"HUM";"A Mensagem Viva do Cristo";"Humberto Rohden";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 519 · Ordem estante (Table 2): 519 · Obra nº 733"
"734";"734";"821";"821";"OUT";"IDE / JF";"IDE";"Quem somos nós ?";"IDE / JF";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 821 · Ordem estante (Table 2): 821 · Obra nº 734"
"735";"735";"997";"997";"OUT";"IDE \ JF";"IDE";"O Espiritismo de uma forma mais simples";"IDE \ JF";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 997 · Ordem estante (Table 2): 997 · Obra nº 735"
"736";"736";"531";"531";"OUT";"Inácio";"INA";"Supremo Resgate";"Inácio";"Antonieta V. Meyer";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 531 · Ordem estante (Table 2): 531 · Obra nº 736"
"737";"737";"494";"494";"OUT";"Irmão Saulo";"IRM";"O Reino";"Irmão Saulo";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 494 · Ordem estante (Table 2): 494 · Obra nº 737"
"738";"738";"600";"600";"OUT";"Ismael G. Braga";"ISM";"Cartas a Laura";"Ismael G. Braga";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 600 · Ordem estante (Table 2): 600 · Obra nº 738"
"739";"739";"641";"641";"OUT";"Ismael G. Braga";"ISM";"Elos Doutrinários";"Ismael G. Braga";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 641 · Ordem estante (Table 2): 641 · Obra nº 739"
"740";"740";"247";"247";"OUT";"Ivone Castellan";"IVO";"Saber Aatual";"Ivone Castellan";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 247 · Ordem estante (Table 2): 247 · Obra nº 740"
"741";"741.1";"131";"1072";"OUT";"Izaias Claro";"IZA";"Vencendo Aflições";"Izaias Claro";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 131 · Ordem estante (Table 2): 1072 · Obra nº 741 · Exemplares da mesma obra: 131, 1072"
"741";"741.2";"1072";"1072";"OUT";"Izaias Claro";"IZA";"Vencendo Aflições";"Izaias Claro";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1072 · Ordem estante (Table 2): 1072 · Obra nº 741 · Exemplares da mesma obra: 131, 1072"
"742";"742";"1160";"1160";"OUT";"Izaias Claro , Orson Peter Carrara";"IZA";"Luz Eterna";"Izaias Claro , Orson Peter Carrara";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1160 · Ordem estante (Table 2): 1160 · Obra nº 742"
"743";"743";"618";"618";"OUT";"J . Raul Teixeira";"JRA";"Para uso diário";"J . Raul Teixeira";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 618 · Ordem estante (Table 2): 618 · Obra nº 743"
"744";"744";"802";"802";"OUT";"J. Raul Teixeira";"JRA";"Nossas riquesas maiores";"J. Raul Teixeira";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 802 · Ordem estante (Table 2): 802 · Obra nº 744"
"745";"745";"783";"783";"OUT";"J. Raul Teixeira";"JRA";"Vereda Familiar";"J. Raul Teixeira";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 783 · Ordem estante (Table 2): 783 · Obra nº 745"
"746";"746";"761";"761";"OUT";"J. Raul Teixeiras";"JRA";"Educação e Vivência";"J. Raul Teixeiras";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 761 · Ordem estante (Table 2): 761 · Obra nº 746"
"747";"747";"921";"921";"OUT";"J. Raul Teixeiras";"JRA";"Em Serviço Mediúnico";"J. Raul Teixeiras";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 921 · Ordem estante (Table 2): 921 · Obra nº 747"
"748";"748";"706";"706";"OUT";"J. Raul Teixeiras";"JRA";"Vida e Mensagem";"J. Raul Teixeiras";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 706 · Ordem estante (Table 2): 706 · Obra nº 748"
"749";"749";"869";"869";"OUT";"J.W. Rochester";"JWR";"Confissões de um condenado";"J.W. Rochester";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 869 · Ordem estante (Table 2): 869 · Obra nº 749"
"750";"750";"538";"538";"OUT";"Jaci Régis";"JAC";"A Mulher na Dimenção Espirita";"Jaci Régis";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 538 · Ordem estante (Table 2): 538 · Obra nº 750"
"751";"751";"1156";"1156";"OUT";"Jane Martins Vilela";"JAN";"O Gigante Deitado . Vida e Obra";"Jane Martins Vilela";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1156 · Ordem estante (Table 2): 1156 · Obra nº 751"
"752";"752";"882";"882";"OUT";"Janna de Ângelis";"JAN";"O Homem Integral";"Janna de Ângelis";"Divaldo Pereira Franco";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 882 · Ordem estante (Table 2): 882 · Obra nº 752"
"753";"753";"1149";"1149";"OUT";"Jerônimo Mendonça";"JER";"Asas da Liberdade";"Jerônimo Mendonça";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1149 · Ordem estante (Table 2): 1149 · Obra nº 753"
"754";"754";"812";"812";"OUT";"Jerri Roberto Almeida";"JER";"A convivência na casa Espírita";"Jerri Roberto Almeida";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 812 · Ordem estante (Table 2): 812 · Obra nº 754"
"755";"755";"127";"127";"OUT";"Joamar Zanolini Margaretih";"JOA";"Um Desafio Chamado Familia";"Joamar Zanolini Margaretih";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 127 · Ordem estante (Table 2): 127 · Obra nº 755"
"756";"756";"497";"497";"OUT";"Joamar Zanolini Nazareth";"JOA";"Desafio Chamado Família";"Joamar Zanolini Nazareth";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 497 · Ordem estante (Table 2): 497 · Obra nº 756"
"757";"757";"830";"830";"OUT";"Joanes";"JOA";"Para uso diário";"Joanes";"J. Raul Teixeira";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 830 · Ordem estante (Table 2): 830 · Obra nº 757"
"758";"758.1";"905";"1015";"OUT";"João Marcos (Psiodônimo de Hermíno de Miranda)";"JOA";"Candeias na Noite Escura";"João Marcos (Psiodônimo de Hermíno de Miranda)";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 905 · Ordem estante (Table 2): 1015 · Obra nº 758 · Exemplares da mesma obra: 905, 1015"
"758";"758.2";"1015";"1015";"OUT";"João Marcos (Psiodônimo de Hermíno de Miranda)";"JOA";"Candeias na Noite Escura";"João Marcos (Psiodônimo de Hermíno de Miranda)";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1015 · Ordem estante (Table 2): 1015 · Obra nº 758 · Exemplares da mesma obra: 905, 1015"
"759";"759";"912";"912";"OUT";"João Marcos (Psiodônimo de Hermíno de Miranda)";"JOA";"Na Noite Escura";"João Marcos (Psiodônimo de Hermíno de Miranda)";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 912 · Ordem estante (Table 2): 912 · Obra nº 759"
"760";"760";"627";"627";"OUT";"João Mohama";"JOA";"Paz Pela Oração";"João Mohama";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 627 · Ordem estante (Table 2): 627 · Obra nº 760"
"761";"761";"596";"596";"OUT";"João Nunes Maia";"JOA";"Cirurgia  Moral";"João Nunes Maia";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 596 · Ordem estante (Table 2): 596 · Obra nº 761"
"762";"762";"562";"562";"OUT";"Jorge Andrea";"JOR";"Forças Sexuais da Alma";"Jorge Andrea";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 562 · Ordem estante (Table 2): 562 · Obra nº 762"
"763";"763.1";"652";"846";"OUT";"Jorge Andreia";"JOR";"Forças Sexuais da Alma";"Jorge Andreia";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 652 · Ordem estante (Table 2): 846 · Obra nº 763 · Exemplares da mesma obra: 652, 846"
"763";"763.2";"846";"846";"OUT";"Jorge Andreia";"JOR";"Forças Sexuais da Alma";"Jorge Andreia";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 846 · Ordem estante (Table 2): 846 · Obra nº 763 · Exemplares da mesma obra: 652, 846"
"764";"764";"135";"135";"OUT";"Jorge Andreia";"JOR";"Nos Alicerces do Inconsciente";"Jorge Andreia";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 135 · Ordem estante (Table 2): 135 · Obra nº 764"
"765";"765";"891";"891";"OUT";"José Amaral";"JOS";"Pietro Ubaldi no Brasil";"José Amaral";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 891 · Ordem estante (Table 2): 891 · Obra nº 765"
"766";"766";"465";"465";"OUT";"José Carlos De Luca";"JOS";"Com os Olhos do Coração";"José Carlos De Luca";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 465 · Ordem estante (Table 2): 465 · Obra nº 766"
"767";"767";"870";"870";"OUT";"José Carlos De Lucca";"JOS";"Força Espiritual";"José Carlos De Lucca";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 870 · Ordem estante (Table 2): 870 · Obra nº 767"
"768";"768";"1019";"1019";"OUT";"José Carlos de Lucca";"JOS";"Minutos Com Chico";"José Carlos de Lucca";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1019 · Ordem estante (Table 2): 1019 · Obra nº 768"
"769";"769";"318";"318";"OUT";"José Carlos De Lucca";"JOS";"O Médico Jesus";"José Carlos De Lucca";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 318 · Ordem estante (Table 2): 318 · Obra nº 769"
"770";"770";"3";"3";"OUT";"José Carlos Leal";"JOS";"Confissões de uma harpista";"José Carlos Leal";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 3 · Ordem estante (Table 2): 3 · Obra nº 770"
"771";"771";"695";"695";"OUT";"José Carlos Leal";"JOS";"Histórias das ideias e dos fenômenos espíritas";"José Carlos Leal";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 695 · Ordem estante (Table 2): 695 · Obra nº 771"
"772";"772.1";"809";"811";"OUT";"José Jorge";"JOS";"O Livro dos Espiritos Indice Remissivo";"José Jorge";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 809 · Ordem estante (Table 2): 811 · Obra nº 772 · Exemplares da mesma obra: 809, 810, 811"
"772";"772.2";"810";"811";"OUT";"José Jorge";"JOS";"O Livro dos Espiritos Indice Remissivo";"José Jorge";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 810 · Ordem estante (Table 2): 811 · Obra nº 772 · Exemplares da mesma obra: 809, 810, 811"
"772";"772.3";"811";"811";"OUT";"José Jorge";"JOS";"O Livro dos Espiritos Indice Remissivo";"José Jorge";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 811 · Ordem estante (Table 2): 811 · Obra nº 772 · Exemplares da mesma obra: 809, 810, 811"
"773";"773";"651";"651";"OUT";"José Lázaro Boberg";"JOS";"O Código penal dos espíritos";"José Lázaro Boberg";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 651 · Ordem estante (Table 2): 651 · Obra nº 773"
"774";"774";"1069";"1069";"OUT";"José Lopes Neto";"JOS";"Em Nome de Deus";"José Lopes Neto";"José Raul Teixeira";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1069 · Ordem estante (Table 2): 1069 · Obra nº 774"
"775";"775";"626";"626";"OUT";"José Maria Salles";"JOS";"Roteiro da Felicidade";"José Maria Salles";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 626 · Ordem estante (Table 2): 626 · Obra nº 775"
"776";"776";"963";"963";"OUT";"José Serpa de S. Maria";"JOS";"O Espírito na Evolução";"José Serpa de S. Maria";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 963 · Ordem estante (Table 2): 963 · Obra nº 776"
"777";"777";"240";"240";"OUT";"Julio Cesar G. Ribeiro";"JUL";"Jornada de Amor";"Julio Cesar G. Ribeiro";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 240 · Ordem estante (Table 2): 240 · Obra nº 777"
"778";"778";"632";"632";"OUT";"Justo Asiam";"JUS";"O Diário Que Maria Não Escreveu";"Justo Asiam";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 632 · Ordem estante (Table 2): 632 · Obra nº 778"
"779";"779";"261";"261";"OUT";"JW Rochester";"JWR";"O Chanceler de Ferro";"JW Rochester";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 261 · Ordem estante (Table 2): 261 · Obra nº 779"
"780";"780";"246";"246";"OUT";"JW Rochestter";"JWR";"Sinal da Vitoria";"JW Rochestter";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 246 · Ordem estante (Table 2): 246 · Obra nº 780"
"781";"781.1";"715";"716";"OUT";"Jw. Rochester";"JWR";"A Vingança de Judeu";"Jw. Rochester";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 715 · Ordem estante (Table 2): 716 · Obra nº 781 · Exemplares da mesma obra: 715, 716"
"781";"781.2";"716";"716";"OUT";"Jw. Rochester";"JWR";"A Vingança de Judeu";"Jw. Rochester";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 716 · Ordem estante (Table 2): 716 · Obra nº 781 · Exemplares da mesma obra: 715, 716"
"782";"782";"720";"720";"OUT";"JW. Rochester";"JWR";"Abadia dos Beneditinos";"JW. Rochester";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 720 · Ordem estante (Table 2): 720 · Obra nº 782"
"783";"783";"721";"721";"OUT";"JW. Rochester";"JWR";"Episódio de Uma Vida de Tibério";"JW. Rochester";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 721 · Ordem estante (Table 2): 721 · Obra nº 783"
"784";"784";"722";"722";"OUT";"JW. Rochester";"JWR";"Romance de Uma Rainha";"JW. Rochester";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 722 · Ordem estante (Table 2): 722 · Obra nº 784"
"785";"785";"238";"238";"OUT";"Katie King";"KAT";"Walace";"Katie King";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 238 · Ordem estante (Table 2): 238 · Obra nº 785"
"786";"786";"601";"601";"OUT";"L . Palhano Jr .";"LPA";"Almas em Transe";"L . Palhano Jr .";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 601 · Ordem estante (Table 2): 601 · Obra nº 786"
"787";"787";"773";"773";"OUT";"L . Palhano Jr .";"LPA";"Dimensões da Mediunidade";"L . Palhano Jr .";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 773 · Ordem estante (Table 2): 773 · Obra nº 787"
"788";"788";"916";"916";"OUT";"Laura";"LAU";"Homeotapia e Espirítismo";"Laura";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 916 · Ordem estante (Table 2): 916 · Obra nº 788"
"789";"789.1";"719";"719";"OUT";"Leão Tolstoi";"LEA";"Ressurreição e Vida";"Leão Tolstoi";"Yvonne A. Pereira";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 719 · Ordem estante (Table 2): 719 · Obra nº 789 · Exemplares da mesma obra: 719, 770"
"789";"789.2";"770";"770";"OUT";"Leão Tolstoi";"LEA";"Ressurreição e Vida";"Leão Tolstoi";"Yvonne A. Pereira";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 770 · Ordem estante (Table 2): 770 · Obra nº 789 · Exemplares da mesma obra: 719, 770"
"790";"790";"742";"742";"OUT";"Leão Tolstói";"LEA";"Nas Voragens do Pecado";"Leão Tolstói";"Yvonne do Amaral P.";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 742 · Ordem estante (Table 2): 742 · Obra nº 790"
"791";"791";"687";"687";"OUT";"Leon deni";"LEO";"Cristianismo e Espiritismo";"Leon deni";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 687 · Ordem estante (Table 2): 687 · Obra nº 791"
"792";"792";"463";"463";"OUT";"León Tolstoi";"LEO";"Retratos de Nazaré";"León Tolstoi";"Cirinéia Iolanda Maffei";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 463 · Ordem estante (Table 2): 463 · Obra nº 792"
"793";"793";"1151";"1151";"OUT";"Leon Tolstói";"LEO";"Ressurreição e Vida";"Leon Tolstói";"Yvonne A. Pereira";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1151 · Ordem estante (Table 2): 1151 · Obra nº 793"
"794";"794";"249";"249";"OUT";"Léon Tolstoi e Charles";"LEO";"Sublimação";"Léon Tolstoi e Charles";"Yvonne Amaral Pereira";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 249 · Ordem estante (Table 2): 249 · Obra nº 794"
"795";"795";"709";"709";"OUT";"Leon Toltosi";"LEO";"Mansão dos Lilares";"Leon Toltosi";"Célia Xavier de Camargo";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 709 · Ordem estante (Table 2): 709 · Obra nº 795"
"796";"796";"619";"619";"OUT";"Lourdes Catherine e Batuíra";"LOU";"Conviver e melhorar";"Lourdes Catherine e Batuíra";"Francisco do Espírito Santo Neto";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 619 · Ordem estante (Table 2): 619 · Obra nº 796"
"797";"797";"690";"690";"OUT";"Lourenço Prado";"LOU";"Alegria e Triunfo";"Lourenço Prado";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 690 · Ordem estante (Table 2): 690 · Obra nº 797"
"798";"798.1";"880";"922";"OUT";"Lúcia Loureiro";"LUC";"Colônias Espirituais";"Lúcia Loureiro";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 880 · Ordem estante (Table 2): 922 · Obra nº 798 · Exemplares da mesma obra: 880, 922"
"798";"798.2";"922";"922";"OUT";"Lúcia Loureiro";"LUC";"Colônias Espirituais";"Lúcia Loureiro";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 922 · Ordem estante (Table 2): 922 · Obra nº 798 · Exemplares da mesma obra: 880, 922"
"799";"799";"244";"244";"OUT";"Lúcia Moysés";"LUC";"A Evangelização mudando vidas";"Lúcia Moysés";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 244 · Ordem estante (Table 2): 244 · Obra nº 799"
"800";"800";"116";"116";"OUT";"Luciano N. Silva";"LUC";"Nosso Amigo Chico Xavier";"Luciano N. Silva";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 116 · Ordem estante (Table 2): 116 · Obra nº 800"
"801";"801";"1018";"1018";"OUT";"Luciano Napoleão Silva";"LUC";"Chico Xavier - O Mineiro do Século";"Luciano Napoleão Silva";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1018 · Ordem estante (Table 2): 1018 · Obra nº 801"
"802";"802";"126";"126";"OUT";"Luciano P. E. Silva";"LUC";"Nosso Amigo Chico Xavier";"Luciano P. E. Silva";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 126 · Ordem estante (Table 2): 126 · Obra nº 802"
"803";"803";"878";"878";"OUT";"Lucy Dias Ramos";"LUC";"Arquivos do Coração";"Lucy Dias Ramos";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 878 · Ordem estante (Table 2): 878 · Obra nº 803"
"804";"804";"758";"758";"OUT";"Lucy Dias Ramos";"LUC";"Mediunidade e nós";"Lucy Dias Ramos";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 758 · Ordem estante (Table 2): 758 · Obra nº 804"
"805";"805";"110";"110";"OUT";"Luiz C. Carneiro";"LUI";"Laços de Amor e Ódio";"Luiz C. Carneiro";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 110 · Ordem estante (Table 2): 110 · Obra nº 805"
"806";"806.1";"506";"507";"OUT";"Madame P. G.";"MAD";"Processos dos Espiritos";"Madame P. G.";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 506 · Ordem estante (Table 2): 507 · Obra nº 806 · Exemplares da mesma obra: 506, 507"
"806";"806.2";"507";"507";"OUT";"Madame P. G.";"MAD";"Processos dos Espiritos";"Madame P. G.";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 507 · Ordem estante (Table 2): 507 · Obra nº 806 · Exemplares da mesma obra: 506, 507"
"807";"807";"199";"199";"OUT";"Manoel Maria de Barbosa Du Bocage";"MAN";"Volta à Bocage";"Manoel Maria de Barbosa Du Bocage";"Francisco Cândido Xavier";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 199 · Ordem estante (Table 2): 199 · Obra nº 807"
"808";"808";"1122";"1122";"OUT";"Manoel Philomeno Miranda";"MAN";"Grilhões Partidos";"Manoel Philomeno Miranda";"Divaldo Pereira Franco";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1122 · Ordem estante (Table 2): 1122 · Obra nº 808"
"809";"809";"1127";"1127";"OUT";"Manoel Philomeno Miranda";"MAN";"Tramas do Destino";"Manoel Philomeno Miranda";"Divaldo Pereira Franco";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1127 · Ordem estante (Table 2): 1127 · Obra nº 809"
"810";"810";"526";"526";"OUT";"Manoel Philomeno Miranda";"MAN";"Transição Planetária";"Manoel Philomeno Miranda";"Divaldo Pereira Franco";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 526 · Ordem estante (Table 2): 526 · Obra nº 810"
"811";"811";"1068";"1068";"OUT";"Manoel Philomeno Miranda";"MAN";"Trilhas da Libertação";"Manoel Philomeno Miranda";"Divaldo Pereira Franco";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1068 · Ordem estante (Table 2): 1068 · Obra nº 811"
"812";"812";"607";"607";"OUT";"Marcia Q.S. Barelli";"MAR";"Chico Xavier Para Sempre";"Marcia Q.S. Barelli";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 607 · Ordem estante (Table 2): 607 · Obra nº 812"
"813";"813";"952";"952";"OUT";"Marcia Queiroz";"MAR";"Chico Xavier Para sempre";"Marcia Queiroz";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 952 · Ordem estante (Table 2): 952 · Obra nº 813"
"814";"814";"592";"592";"OUT";"Marcio Aguiar";"MAR";"Avivamento Espiritual";"Marcio Aguiar";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 592 · Ordem estante (Table 2): 592 · Obra nº 814"
"815";"815";"1064";"1064";"OUT";"Marco Prisco";"MAR";"Diretrizes Para Uma Vida Feliz";"Marco Prisco";"Divaldo Pereira Franco";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1064 · Ordem estante (Table 2): 1064 · Obra nº 815"
"816";"816";"181";"181";"OUT";"Marco Prisco";"MAR";"Legado Kardequiano";"Marco Prisco";"Divaldo Pereira Franco";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 181 · Ordem estante (Table 2): 181 · Obra nº 816"
"817";"817";"1132";"1132";"OUT";"Marco Prisco";"MAR";"Momentos de Decisão";"Marco Prisco";"Divaldo Pereira Franco";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1132 · Ordem estante (Table 2): 1132 · Obra nº 817"
"818";"818";"503";"503";"OUT";"Maria Anita Rosas Batista";"MAR";"Divaldo Franco - O jovem que escolheu o amor";"Maria Anita Rosas Batista";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 503 · Ordem estante (Table 2): 503 · Obra nº 818"
"819";"819";"433";"433";"OUT";"Maria Augusta";"MAR";"Estamos Todos Reencarnados";"Maria Augusta";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 433 · Ordem estante (Table 2): 433 · Obra nº 819"
"820";"820";"1097";"1097";"OUT";"Marlene Nobre";"MAR";"A Alma da Matéria";"Marlene Nobre";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1097 · Ordem estante (Table 2): 1097 · Obra nº 820"
"821";"821";"1104";"1104";"OUT";"Marlene Nobre";"MAR";"A Vida Contra o Aborto";"Marlene Nobre";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 1104 · Ordem estante (Table 2): 1104 · Obra nº 821"
"822";"822.1";"502";"899";"OUT";"Marlene R. S. Nobre";"MAR";"A Obsessão e suas Máscaras";"Marlene R. S. Nobre";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 502 · Ordem estante (Table 2): 899 · Obra nº 822 · Exemplares da mesma obra: 502, 899"
"822";"822.2";"899";"899";"OUT";"Marlene R. S. Nobre";"MAR";"A Obsessão e suas Máscaras";"Marlene R. S. Nobre";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 899 · Ordem estante (Table 2): 899 · Obra nº 822 · Exemplares da mesma obra: 502, 899"
"823";"823";"137";"137";"OUT";"Martha Rios Guimarães";"MAR";"Comece pelo comecinho";"Martha Rios Guimarães";"";"OTHER";"";"Doutrina e Estudo";"Português";"";"";"Nº legado deste exemplar: 137 · Ordem estante (Table 2): 137 · Obra nº 823"
